symbol,assetid_norgate,securityname_norgate,exchange_name,exchange_name_full,base_type,subtype1,subtype2,subtype3,financial_summary,business_summary,first_quoted_date
SCC,243083,ProShares UltraShort Consumer Discretionary ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraShort Consumer Services (the Fund) seeks daily investment results that correspond to twice the inverse daily performance of the Dow Jones U.S. Consumer Services Index (the Index). The Index measures the performance of consumer spending in the services industry of the United States equity market. Component companies include airlines, broadcasting and entertainment, apparel and broadline retailers, food and drug retailers, media agencies, publishing, gambling, hotels, restaurants and bars, and travel and tourism. The Fund takes positions in securities and/or financial instruments that, in combination, should have similar daily return characteristics as -200% of the daily return of the Index. The Index is a price return index. The Fund's investment advisor is ProShare Advisors LLC. ",1/2/07
SCHA,476095,Schwab US Small-Cap ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Schwab U.S. Small-Cap ETF (the Fund) seeks to track the total return of the Dow Jones U.S. Small-Cap Total Stock Market Index. The Dow Jones U.S. Small-Cap Total Stock Market Index includes the components ranked 751-2500 by full market capitalization. The Index is a float-adjusted market capitalization weighted index. The types of derivatives used by the Fund are options, futures, options on futures and swaps. The Fund may lend its portfolio securities to brokers, dealers and other financial institutions. Charles Schwab Investment Management, Inc. is the advisor of the Fund. ",3/11/09
SCHB,476096,Schwab US Broad Market ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Schwab U.S. Broad Market ETF (the Fund) seeks to track the total return of the Dow Jones U.S. Small-Cap Total Stock Market Index (the Index). The Index is a float-adjusted market capitalization weighted index that reflects the shares of securities actually available to investors in the marketplace. The Fund's index includes the 2,500 publicly traded United States companies for, which pricing information is available. The types of derivatives used by the Fund are options, futures, options on futures and swaps. The Fund may lend its portfolio securities to brokers, dealers and other financial institutions. Charles Schwab Investment Management, Inc. is the advisor of the Fund. ",3/11/09
SCHC,482652,Schwab International Small-Cap Equity ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Schwab International Small-Cap Equity ETF (the Fund) seeks to track the total return of the FTSE Developed Small Cap ex-US Liquid Index (the Index). The Fund's index consists of small capitalization companies in developed countries outside the United States. The Index defines the small capitalization universe as approximately the bottom 10% of the eligible universe with a minimum free float capitalization of $150 million. The types of derivatives used by the Fund are options, futures, options on futures and swaps. The Fund may lend its portfolio securities to brokers, dealers and other financial institutions. Charles Schwab Investment Management, Inc. is the advisor of the Fund. ",14/1/10
SCHD,583041,Schwab US Dividend Equity ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,20/10/11
SCHE,482653,Schwab Emerging Markets Equity ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Schwab Emerging Markets Equity ETF (the Fund) seeks to track the total return of the FTSE All-Emerging Index (the Index). The Fund's index consists of large and mid capitalization companies in emerging market countries. The Index defines the large and mid capitalization universe as approximately the top 90% of the eligible universe. The types of derivatives used by the Fund are options, futures, options on futures and swaps. The Fund may lend its portfolio securities to brokers, dealers and other financial institutions. Charles Schwab Investment Management, Inc. is the advisor of the Fund. ",14/1/10
SCHF,476097,Schwab International Equity ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Schwab Strategic Trust (the Trust) is an open-end management investment company. The Trust's portfolio of funds include Schwab U.S. REIT ETF, Schwab U.S. Broad Market ETF, Schwab U.S. Large-Cap ETF, Schwab U.S. Large-Cap Growth ETF, Schwab U.S. Large-Cap Value ETF, Schwab U.S. Mid-Cap ETF, Schwab U.S. Small-Cap ETF, Schwab U.S. Dividend Equity ETF, Schwab International Equity ETF, Schwab International Small-Cap Equity ETF, Schwab Emerging Markets Equity ETF, Schwab U.S. TIPS ETF, Schwab Short-Term U.S. Treasury ETF, Schwab Intermediate-Term U.S. Treasury ETF, Schwab U.S. Aggregate Bond ETF, Schwab Fundamental U.S. Broad Market Index ETF, Schwab Fundamental U.S. Large Company Index ETF, Schwab Fundamental U.S. Small Company Index ETF, Schwab Fundamental International Large Company Index ETF, Schwab Fundamental International Small Company Index ETF and Schwab Fundamental Emerging Markets Large Company Index ETF.",3/11/09
SCHG,483914,Schwab US Large-Cap Growth ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Schwab U.S. Large-Cap Growth ETF (the Fund) goal is to track the total return of the Dow Jones U.S. Large-Cap Growth Total Stock Market Index (the Index). The Fund's index includes the large-cap growth portion of the Dow Jones U.S. Total Stock Market Index available to investors in the marketplace. The Dow Jones U.S. Large-Cap Growth Total Stock Market Index includes the components ranked 1-750 by full market capitalization and that are classified as growth. The Index is a float-adjusted market capitalization weighted index. The types of derivatives used by the Fund are options, futures, options on futures and swaps. The Fund may lend its portfolio securities to brokers, dealers and other financial institutions. Charles Schwab Investment Management, Inc. is the advisor of the Fund. ",11/12/09
SCHH,533085,Schwab US REIT ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,13/1/11
SCHM,533086,Schwab US Mid-Cap ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,13/1/11
SCHO,514313,Schwab Short Term US Treasury ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,5/8/10
SCHP,514314,Schwab US TIPS ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,5/8/10
SCHR,514315,Schwab Intermediate-Term US Treasury ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),," BRIEF: For the six months ended 30 September 2002, Scherer Healthcare revenues increased 8% to $10.9M. Net income totaled $882K vs. loss of $1M. Revenues reflect Wast Management Services Segment increase of 9% to $5.1M. Net Income reflects Corporate segment loss decrease of 39% to $144K, Consumer Healthcare Products segment income increase of 20% to $211K. Basic Earnings per Share excluding Extraordinary Items increased from -$0.24 to $0.20.","Scherer Healthcare, Inc. is a United States-based company that provides waste management services and healthcare products through two business segments. The Company's waste management services segment assists hospitals, clinics, doctors, and other healthcare facilities with the containment, control, collection and processing of sharp-edged medical waste such as needles, syringes, razors, scissors and scalpels. The consumer healthcare products segment distributes brand name and generic over-the-counter healthcare products. The waste management services segment is comprised of BioWaste Systems, Inc. and Medical Waste Systems, Inc., and the consumer healthcare products segment is comprised of Scherer Laboratories Inc.",5/8/10
SCHV,479366,Schwab US Large-Cap Value ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Schwab U.S. Large-Cap Value ETF (the Fund) goal is to track the total return of the Dow Jones U.S. Large-Cap Value Total Stock Market Index (the Index). The Fund's index includes the large-cap value portion of the Dow Jones U.S. Total Stock Market Index available to investors in the marketplace. The Dow Jones U.S. Large-Cap Value Total Stock Market Index includes the components ranked 1-750 by full market capitalization and that are classified as value. The Index is a float-adjusted market capitalization weighted index. The types of derivatives used by the Fund are options, futures, options on futures and swaps. The Fund may lend its portfolio securities to brokers, dealers and other financial institutions. Charles Schwab Investment Management, Inc. is the advisor of the Fund.",11/12/09
SCHX,476098,Schwab US Large-Cap ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Schwab U.S. Large-Cap ETF (the Fund) goal is to track the total return of the Dow Jones U.S. Large-Cap Total Stock Market Index (the Index). The Fund's index includes the large-cap portion of the Dow Jones U.S. Total Stock Market Index available to investors in the marketplace. The Dow Jones U.S. Large-Cap Total Stock Market Index includes the components ranked 1-750 by full market capitalization. The Index is a float-adjusted market capitalization weighted index. The types of derivatives used by the Fund are options, futures, options on futures and swaps. The Fund may lend its portfolio securities to brokers, dealers and other financial institutions. Charles Schwab Investment Management, Inc. is the advisor of the Fund.",3/11/09
SCHZ,563390,Schwab US Aggregate Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,14/7/11
SCJ,361174,iShares MSCI Japan Small-Cap ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,21/12/07
SCO,432075,ProShares UltraShort Bloomberg Crude Oil ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,25/11/08
SCZ,358917,iShares MSCI EAFE Small Cap ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,12/12/07
SDD,242196,ProShares UltraShort SmallCap600 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraShort SmallCap600 (the Fund) seeks daily investment results that correspond to twice (200%) the inverse (opposite) of the daily performance of the S&P SmallCap 600 Index (the Index). The Fund intends to invest at least 80% of its net assets, including any borrowings for investment purposes, to investments that, in combination, have economic characteristics that are inverse to those of the Index. The Fund also intends to invest assets not invested in financial instruments, in debt instruments and/or money market instruments. The Fund intends to concentrate its investments in a particular industry or group of industries to approximately the same extent as the Index is so concentrated. ProShare Advisors LLC serves as the investment advisor to the Fund.",25/1/07
SDIV,555297,Global X SuperDividend ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,9/6/11
SDOW,489715,ProShares UltraPro Short Dow30 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraPro Short Dow30 (the Fund) seeks daily investment results that correspond to three times (300%) the inverse (opposite) of the daily performance of the Dow Jones Industrial Average (the Index). The Index is a price-weighted index maintained by editors of The Wall Street Journal. The Index includes 30 large-cap, United States stocks, excluding utility and transportation companies. The Fund invests in financial instruments whose value is derived from the value of an underlying asset, interest rate or index. The Fund invests in derivatives as a substitute for directly shorting stocks in order to gain inverse exposure to the Index. The Fund also invests in short-term cash instruments that have terms to maturity of less than 397 days and exhibit credit profiles. The Fund's investment advisor is ProShare Advisors LLC. ",11/2/10
SDP,264661,ProShares UltraShort Utilities ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraShort Utilities (the Fund) seeks daily investment results that correspond to twice (200%) the inverse (opposite) of the daily performance of the Dow Jones U.S. Utilities Index (the Index). The Fund intends to invest at least 80% of its net assets, including any borrowings for investment purposes, to investments that, in combination, have economic characteristics that are inverse to those of the Index. The Fund also intends to invest assets not invested in financial instruments, in debt instruments and/or money market instruments. The Fund intends to concentrate its investments in a particular industry or group of industries to approximately the same extent as the Index is so concentrated. ProShare Advisors LLC serves as the investment advisor to the Fund.",1/2/07
SDS,211254,ProShares UltraShort S&P500 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraShort S&P500 (the Fund) seeks daily investment results that correspond to twice (200%) the inverse (opposite) of the daily performance of the S&P 500 (the Index). The Index is a measure of large-cap the United States stock market performance. It is a float-adjusted, market capitalization-weighted index of 500 United States operating companies and real estate investment trusts selected through a process that factors criteria, such as liquidity, price, market capitalization and financial viability. The Fund invests in common stock issued by public companies. The Fund invests in derivatives, which are financial instruments whose value is derived from the value of an underlying asset, interest rate or index. The Fund's advisor is ProShare Advisors LLC.",13/7/06
SDY,181835,SPDR S&P Dividend ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"The SPDR S&P Dividend ETF seeks to closely match the returns and characteristics of the S&P High Yield Dividend Aristocrats Index (the Index). The Index is designed to measure the performance of the 60 highest dividend yielding S&P Composite 1500 Index constituents that have followed a managed-dividends policy of consistently increasing dividends every year for at least 25 consecutive years. The Fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the Index. In addition, the Fund may invest in equity securities that are not included in the Index, cash and cash equivalents or money market instruments, such as repurchase agreements and money market funds (including money market funds advised by the Adviser). SSgA Funds Management, Inc. is the investment adviser to the Fund.",15/11/05
SEF,403069,ProShares Short Financials ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares Short Financials (the Fund) seeks daily investment results that correspond to the inverse (opposite) of the daily performance of the Dow Jones U.S. Financials Index (the Index). The Index measures the performance of the financial services economic sector of the United States equity market. Component companies include regional banks; United States-domiciled international banks; life and property and casualty insurance companies; companies that invest, directly or indirectly in real estate; diversified financial companies, such as Federal National Mortgage Association (Fannie Mae), credit card insurers, check cashing companies, mortgage lenders and investment advisers; securities brokers and dealers, including investment banks, merchant banks and online brokers, and publicly traded stock exchanges. The Fund's investment advisor is ProShare Advisors LLC.",12/6/08
SGOL,467901,abrdn Physical Gold Shares ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ETFS Gold Trust (the Trust) is an investment trust. The investment objective of the Trust is for the Shares to reflect the performance of the price of gold bullion, less the expenses of the Trust's operations. The Trust holds gold bullion and issues ETFS Physical Swiss Gold Shares (the Shares) in exchange for deposits of gold and distributes gold in connection with redemption of Baskets. The sponsor of the Trust is ETF Securities USA LLC (the Sponsor). The trustee of the Trust is The Bank of New York Mellon and the custodian is JP Morgan Chase Bank N.A.",9/9/09
SH,208562,ProShares Short S&P500 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares Short S&P500 (the Fund) seeks daily investment results that correspond to the inverse (opposite) of the daily performance of the S&P 500 Index (the Index). The S&P 500 Index is a measure of large-cap United States stock market performance. It is a capitalization weighted index of 500 United States operating companies and selected real estate investment trusts. The Fund intends to invest at least 80% of its net assets, including any borrowings for investment purposes, to investments that, in combination, have economic characteristics that are inverse to those of the Index. It intends to invest assets not invested in financial instruments, in debt instruments and/or money market instruments. The Fund intends to concentrate its investments in a particular industry or group of industries to approximately the same extent as the Index is so concentrated. ProShare Advisors LLC serves as the investment advisor to the Fund.",21/6/06
SHM,305730,SPDR Nuveen Bloomberg Short Term Mun Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Nuveen Barclays Short Term Municipal Bond ETF (the Fund), formerly SPDR Nuveen Barclays Capital Short Term Municipal Bond ETF, correspond generally to the price and yield performance of the Barclays Capital Managed Money Municipal Short Term Index (the Index). The Fund uses a passive management strategy designed to track the Index. The Index tracks publicly traded municipal bonds that cover the United States dollar-denominated, short-term tax exempt bond market, including state and local general obligation bonds, revenue bonds, insured bonds and pre-refunded bonds. The Fund's investment manager is SSgA Funds Management, Inc.",15/10/07
SHV,239766,iShares Short Treasury Bond ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Short Treasury Bond ETF (the Fund), formerly iShares Barclays Short Treasury Bond Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond to the price and yield performance of the Barclays Capital U.S. Short Treasury Bond Index (the Index). The Index measures the performance of public obligations of the United States Treasury that have a remaining maturity of between 1 and 12 months. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. The Fund's investment advisor is BlackRock Fund Advisors.",11/1/07
SHY,134128,iShares 1-3 Year Treasury Bond ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares 1-3 Year Treasury Bond ETF (the Fund), formerly iShares Barclays 1-3 Year Treasury Bond Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance of the Barclays Capital U.S. 1-3 Year Treasury Bond Index (the Index). The Index measures the performance of public obligations of the United States Treasury that have a remaining maturity of greater than or equal to 1 year and less than 3 years. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors (formerly known as Barclays Global Fund Advisors). ",26/7/02
SIJ,242951,ProShares UltraShort Industrials ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraShort Industrials (the Fund) seeks daily investment results that correspond to twice the inverse daily performance of the Dow Jones U.S. Industrials Index (the Index). The Index measures the performance of the industrial industry of the United States equity market. Component companies include building materials, heavy construction, factory equipment, heavy machinery, industrial services, pollution control, containers and packaging, industrial diversified, air freight, marine transportation, railroads, trucking, land transportation equipment, shipbuilding, transportation services, advanced industrial equipment, electric components and equipment, and aerospace. The Fund takes positions in securities and/or financial instruments that, in combination, should have similar daily return characteristics as -200% of the daily return of the Index. The Index is a price return index. The Fund's investment advisor is ProShare Advisors LLC.",1/2/07
SIL,496564,Global X Silver Miners ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"The Global X Silver Miners ETF (Fund) seeks to provide investment results that correspond to the price and yield performance of the Solactive Global Silver Miners Index (Underlying Index). The Underlying Index is free float adjusted, liquidity tested and market capitalization-weighted index that is designed to measure broad based equity market performance of global companies involved in the silver mining industry. Global X Management Company LLC is the investment adviser for the Fund.",20/4/10
SIVR,465604,abrdn Physical Silver Shares ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ETFS Silver Trust (the Trust) is formed to own silver transferred to the Trust in exchange for shares issued by the Trust. The investment objective of the Trust is for the Shares to reflect the performance of the price of silver bullion, less the expenses of the Trust's operations. ETFS Physical Silver Shares (the Shares) are issued by ETFS Silver Trust. The sponsor of the Trust is ETF Securities USA LLC.",24/7/09
SJB,542203,ProShares Short High Yield ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,22/3/11
SKF,242952,ProShares UltraShort Financials ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraShort Financials (the Fund) seeks daily investment results that correspond to twice the inverse daily performance of the Dow Jones U.S. Financials Index (the Index). The Index measures the performance of the financial services industry of the United States equity market. Component companies include regional banks; United States-domiciled international banks; full line, life and property and casualty insurance companies; companies that invest directly or indirectly in real estate; diversified financial companies, such as Federal National Mortgage Association, credit card issuers and investment advisers; securities brokers and dealers, including investment banks, merchant banks and online brokers, and publicly traded stock exchanges. It takes positions in securities and financial instruments that, in combination, should have similar daily return characteristics as -200% of the daily return of the Index.",1/2/07
SKYY,561093,First Trust Cloud Computing ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,6/7/11
SLV,202689,iShares Silver Trust ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,28/4/06
SLX,221499,VanEck Steel ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Market Vectors Steel ETF (the Fund) seeks to replicate as closely as possible the price and yield performance of the NYSE Arca Steel Index (STEEL or the Index) by investing in a portfolio of securities that generally replicates STEEL. STEEL, calculated by the NYSE Alternext, is a modified market capitalization-weighted index consisting of publicly traded companies predominantly involved in the production of steel products or mining and processing of iron ore. The Index includes companies primarily involved in a variety of activities related to steel production, including the operation of manufacturing mills and fabrication of steel products. Companies eligible for inclusion in Index should be engaged in solar power and related products and services, deriving at least 66% of revenues from it with market cap exceeding $100 million, and should have three-month trading volume equal to or greater than $1 million per day. Its investment advisor is Van Eck Associates Corporation.",16/10/06
SLYG,140579,SPDR S&P 600 Small Cap Growth ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR S&P 600 Small Cap Growth ETF (the Fund), formerly SPDR Dow Jones Small Cap Growth ETF, seeks to closely match the returns and characteristics of the S&P Small Cap 600 Growth Index. The S&P SmallCap 600 Growth Index measures the performance of the small-capitalization growth sector in the United States equity market. The selection universe for the S&P SmallCap 600 Index includes all the United States common equities listed on the New York Stock Exchange, National Association of Securities Dealers Automated Quotation (NASDAQ) Global Select Market, NASDAQ Select Market and NASDAQ Capital Market with market capitalizations between $250 million and $1.2 billion. The Fund's investment advisor is SSgA Funds Management, Inc.",29/9/00
SLYV,126872,SPDR S&P 600 Small Cap Value ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR S&P 600 Small Cap Value ETF, formerly SPDR Dow Jones Small Cap Value ETF, focuses to provide investment results, which correspond to the total return performance of an index, which tracks the performance of small capitalization exchange traded the United States equity securities exhibiting value characteristics. In seeking to track the performance of the S&P Small Cap 600 Value Index (the Index), the Fund employs a replication strategy. The Index measures the performance of the small-capitalization value sector in the United States equity market. The Fund's investments include commercial banks, Real Estate Investment Trust, Machinery, Aerospace and Defense, Insurance, and Health Care Providers and Services. SSgA Funds Management, Inc. acts as the Fund's investment manager.",29/9/00
SMB,374158,VanEck Short Muni ETF,Cboe BZX,Cboe BZX,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Market Vectors Short Municipal Index ETF (the Fund) seeks to replicate as closely as possible the price and yield performance of the Barclays Capital AMT-Free Short Continuous Municipal Index (the Index). The Index provides broad exposure to investment-grade municipal bonds with a nominal maturity of 1 to 6 years. To be included in the Index, bonds must be rated investment-grade (Baa3/BBB- or higher) by at least two ratings agencies: Moody's, S&P, Fitch. If only two of the three agencies rate the security, the lower rating is used to determine index eligibility. If only one of the three agencies rates a security, the rating must be investment grade. They must have an outstanding par value of at least $7 million and be issued as part of a transaction of at least $75 million. The bonds must be fixed rate, have a dated-date within the last five years, and must be at least 1 year but less than 6 years from their maturity date. Its investment advisor is Van Eck Associates Corporation. ",26/2/08
SMDD,489716,ProShares UltraPro Short MidCap400 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraPro Short MidCap400 ETF is an exchange traded fund, which seeks daily investment results, which correspond to triple (300%) the inverse (opposite) of the daily performance of the S&P MidCap 400 Index. The ETF seeks a return of -300% of the return of an index (target) for a single day. The S&P MidCap 400 Index is a used measure of mid-size company United States stock market performance. Companies are selected for inclusion in the Index by Standard & Poor's based on adequate liquidity, appropriate market capitalization, financial viability and public float. It is not possible to invest directly in an index. ",11/2/10
SMMU,485957,PIMCO Short Term Municipal Bond Active Exch Tr Fd ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PIMCO Short Term Municipal Bond ETF, formerly PIMCO Short Term Municipal Bond Strategy Fund, is an exchange-traded fund. It is designed to be appropriate for investors seeking tax-exempt income. The Fund consists of a portfolio of primarily short duration, bonds which carry interest income that is exempt from federal tax and in some cases state tax. The Fund seeks to achieve its investment objective by investing under normal circumstances at least 80% of its assets in a diversified portfolio of debt securities whose interest is, in the opinion of bond counsel for the issuer at the time of issuance, exempt from federal income tax (Municipal Bonds). Municipal Bonds generally are issued by or on behalf of states and local governments and their agencies, authorities and other instrumentalities. The investment manager of the Fund is Pacific Investment Management Company LLC (PIMCO). ",3/2/10
SMN,243084,ProShares UltraShort Materials ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraShort Basic Materials (the Fund) seeks daily investment results that correspond to twice the inverse daily performance of the Dow Jones U.S. Basic Materials Index (the Index). The Index measures the performance of the basic materials industry of the United States equity market. Component companies are involved in the production of aluminum, steel, non-ferrous metals, commodity chemicals, specialty chemicals, forest products, paper products, as well as the mining of precious metals and coal. The Fund takes positions in securities and/or financial instruments that, in combination, should have similar daily return characteristics as -200% of the daily return of the Index. The Index is a price return index. The Fund's investment advisor is ProShare Advisors LLC.",1/2/07
SMOG,276747,VanEck Low Carbon Energy ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Market Vectors Global Alternative Energy ETF (the Fund) seeks to replicate as closely as possible the price and yield performance of the Ardour Global Index (Extra Liquid) (the Index). The Index is a rules-based, global capitalization-weighted, float-adjusted index that tracks the overall performance of a global universe of listed companies engaged in the alternative energy industry. The Index comprises a globally diversified group of companies engaged in the production of alternative fuels and/or related technologies. Companies eligible for inclusion in Index should be engaged in the alternative energy industry with market cap exceeding $100 million and should have three-month average daily trading price greater than $1 per share. The Index is calculated by Dow Jones Indexes. The index provider is Ardour Global Indexes, LLC. The Fund is passively managed and may not hold each Index component in the same weighting as the Index. Its investment advisor is Van Eck Associates Corporation. ",9/5/07
SOXL,494307,Direxion Daily Semiconductor Bull 3X Shares ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Direxion Daily Semiconductor Bull 3x Shares (the Fund) seeks daily investment results of 300% of the price performance of the PHLX Semiconductor Sector Index (Semiconductor Index). The Semiconductor Index measures the performance of the semiconductor subsector of the United States equity market. Component companies are engaged in the design, distribution, manufacture and sale of semiconductors. As of February 18, 2010, the Semiconductor Index included companies with capitalizations between $1.7 billion and $114 billion. The distributor of the Fund is Foreside Fund Services, LLC. ",11/3/10
SOXS,494308,Direxion Daily Semiconductor Bear 3X Shares ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Direxion Daily Semiconductor Bear 3x shares seek daily investment results of 300% of the inverse (or opposite) of the price performance of the PHLX Semiconductor Sector Index (Semiconductor Index). The Semiconductor Index measures the performance of the semiconductor subsector of the United States equity market. Component companies are engaged in the design, distribution, manufacture and sale of semiconductors. As of February 18, 2010, the Semiconductor Index included companies with capitalizations between $1.7 billion and $114 billion. The distributor of the Fund is Foreside Fund Services, LLC. ",11/3/10
SOXX,139066,iShares Semiconductor ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares PHLX Semiconductor ETF, formerly iShares PHLX SOX Semiconductor Sector Index Fund (the Fund), is an exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the United States-listed semiconductor stocks as represented by the PHLX Semiconductor Sector Index (the Index). The Index is an equity benchmark for the United States-listed semiconductor stocks. The Index includes companies primarily involved in the design, distribution, manufacture and sale of semiconductors. The Fund generally invests at least 90% of its assets in securities of the Index and in depositary receipts representing securities of the Index. BlackRock Fund Advisors (BFA) serves as the investment adviser to the Fund.",13/7/01
SOYB,577449,Teucrium Soybean ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Teucrium Soybean Fund (the Fund) is a commodity pool. The Fund is a series of the Teucrium Commodity Trust (Trust).The investment objective of the Fund is to have the daily changes in percentage terms of a weighted average of the closing settlement prices for three futures contracts for soybeans (Soybean Futures Contracts) that are traded on the Chicago Board of Trade (CBOT). The three Soybean Futures Contracts include second-to-expire CBOT Soybean Futures Contract, weighted 35%; the third-to-expire CBOT Soybean Futures Contract, weighted 30%, and the CBOT Soybean Futures Contract, weighted 35%. The Fund provides investors unleveraged direct exposure to soybeans without the need for a futures account. The Fund is managed by Teucrium Trading, LLC.",19/9/11
